,country,region,gdp,school,adfert,chldmort,life,pop,urban,femlab,literacy,co2,gini
95,Cambodia,Asia,1658.80004882812,5.73333311080933,41.7999992370605,91.25,61.4333343505859,13747033,19.4166660308838,0.868399977684021,77.5999984741211,1.04999995231628,44.4000015258789
96,China,Asia,5175.39990234375,7.31666660308838,8.39999961853027,21.75,72.6833343505859,1324696064,44.8166656494141,0.847000002861023,94,16.2999992370605,41.5
97,Cyprus,Asia,25403.19921875,9.36666679382324,6.59999990463257,4.25,78.9833297729492,1069167,69.8666687011719,0.760200023651123,97.9000015258789,33.3499984741211,NA
98,Georgia,Asia,4157.2001953125,12.1000003814697,44.7000007629395,30.25,73.1333312988281,4409267,52.5999984741211,0.752799987792969,99.6999969482422,4.25,41.2999992370605
99,"Hong Kong, China",Asia,38669.80078125,9.71666622161865,3.20000004768372,NA,81.6999969482422,6913884,100,0.741199970245361,NA,20.75,NA
100,India,Asia,2647.80004882812,4.18333339691162,86.3000030517578,70.5,64.1999969482422,1182378496,29.3333339691162,0.402600020170212,62.7999992370605,4.69999980926514,36.7999992370605
101,Indonesia,Asia,3518.39990234375,5.55000019073486,45.0999984741211,42,67.966667175293,233653344,43.6500015258789,0.600400030612946,92.0999984741211,5.35000038146973,36.7999992370605
102,Iran,Asia,10064.599609375,6.69999980926514,29.5,33.5,72.033332824707,71858264,69.1999969482422,0.429800003767014,83.2333374023438,23.7000007629395,38.2999992370605
103,Iraq,Asia,3052,5.41666698455811,98,44.25,68.0999984741211,29446400,66.5166625976562,0.19420000910759,78.0999984741211,11.75,NA
104,Israel,Asia,24804.80078125,11.8999996185303,14,5,80.7333374023438,7008584,91.7666625976562,0.820599973201752,NA,36.4000015258789,NA
105,Japan,Asia,30778,11.4166669845581,5,3.5,82.7666625976562,126500896,66.3666687011719,0.662800014019012,NA,37.1999969482422,NA
106,Jordan,Asia,4782.2001953125,8.31666660308838,26.5,26,72.9333343505859,5761050,78.4000015258789,0.30579999089241,91.0999984741211,13.7000007629395,37.7000007629395
107,Kazakhstan,Asia,9881.599609375,10.2666664123535,30,31.5,65.8833312988281,15580500,57.75,0.864199995994568,99.6999969482422,44.5,30.8999996185303
108,Kuwait,Asia,44598.66796875,6.03333330154419,13.8000001907349,10.25,74.1666641235352,2499100,98.3333358764648,0.541400015354156,93.5,118.199996948242,NA
109,Kyrgyzstan,Asia,1901.80004882812,9.23333358764648,34.0999984741211,39.25,66.8833312988281,5179084,34.7666664123535,0.70059996843338,99.1999969482422,3.90000009536743,33.4000015258789
110,Lao,Asia,1856.19995117188,4.40000009536743,39,63.5,65.8833312988281,5976884,30.283332824707,0.986199975013733,72.6999969482422,0.899999976158142,36.7000007629395
111,Lebanon,Asia,10388,7.90000009536743,16.2000007629395,14,72,4146050,86.9166641235352,0.307599991559982,NA,14.9499998092651,NA
112,Malaysia,Asia,12530.400390625,9.23333358764648,14.1999998092651,6.75,73.4166641235352,27265000,69.966667175293,0.554400026798248,92.5,26.2999992370605,46.2000007629395
113,Maldives,Asia,4773.2001953125,5.41666650772095,12.1999998092651,17.5,75.5166702270508,305550,36.9500007629395,0.717400014400482,98.4000015258789,9.5,NA
114,Mongolia,Asia,2990.39990234375,8.26666641235352,20.7999992370605,33.75,67.1833343505859,2648517,60.75,0.862800002098083,97.5,12.8999996185303,36.5
115,Myanmar,Asia,NA,3.75,16.2999992370605,73.75,63.716667175293,47109500,32,0.747600018978119,92,0.800000011920929,NA
116,Nepal,Asia,996.599975585938,2.95000004768372,103.400001525879,54,67.1999969482422,28631150,17.25,0.778999984264374,59.0999984741211,0.400000005960464,NA
117,North Korea,Asia,NA,NA,1,32.75,68.5666656494141,24057950,60,0.705999970436096,100,13.0500001907349,NA
118,Oman,Asia,21051,5.5,9.19999980926514,13.75,72.966667175293,2602133,72.4499969482422,0.321999996900558,86.5999984741211,52.7999992370605,NA
119,Pakistan,Asia,2301.19995117188,4.69999980926514,31.6000003814697,90.75,64.6166687011719,166022416,35.1833343505859,0.246800005435944,53.2000007629395,3.19999980926514,32.7000007629395
120,Palestinian Territory,Asia,NA,8,53.5,30,72.1999969482422,3786333,73.5999984741211,0.221200004220009,94.033332824707,2.75,NA
121,Philippines,Asia,3118.19995117188,8.73333358764648,54.0999984741211,34,67.9166641235352,89408720,48.4500007629395,0.618399977684021,95.4000015258789,3.09999990463257,44
122,Qatar,Asia,74906,7.15000009536743,16.2000007629395,11.5,77.8333358764648,1288367,95.6333312988281,0.515600025653839,94.3499984741211,210.649993896484,41.0999984741211
123,Saudi Arabia,Asia,21381.400390625,7.51666641235352,11.6000003814697,21.25,73.1333312988281,25794750,81.533332824707,0.256200015544891,86.0999984741211,57.4500007629395,NA
124,Singapore,Asia,47373.80078125,8.48333358764648,4.80000019073486,3,80.5500030517578,4677517,100,0.702600002288818,94.6999969482422,48.75,NA
125,South Korea,Asia,24539.599609375,11.3500003814697,2.29999995231628,5.25,79.783332824707,47615448,82.1666641235352,0.689199984073639,NA,36.2999992370605,NA
126,Sri Lanka,Asia,3975.60009765625,8.06666660308838,23.6000003814697,15.75,74.4000015258789,20363284,14.466667175293,0.464399993419647,90.6999969482422,2.25,40.2999992370605
127,Syria,Asia,4131.7998046875,5.69999980926514,42.7999992370605,17,75.3333358764648,19480784,54.7333335876465,0.259200006723404,84.1999969482422,12.8999996185303,NA
128,Tajikistan,Asia,1650.59997558594,9.91666603088379,28.3999996185303,66.5,66.3499984741211,6655934,26.3166656494141,0.722000002861023,99.6999969482422,3.34999990463257,29.3999996185303
129,Thailand,Asia,7170.2001953125,6.23333358764648,43.2999992370605,14.75,73.5833358764648,67977952,33.0999984741211,0.81139999628067,93.5,15.8000001907349,53.5999984741211
130,Timor-Leste,Asia,701.400024414062,2.79999995231628,65.8000030517578,63.75,60.8499984741211,1068967,27.1000003814697,0.712400019168854,NA,0.600000023841858,31.8999996185303
131,Turkey,Asia,11529.400390625,6.26666641235352,39.2000007629395,23.5,72.966667175293,70453616,68.466667175293,0.347200006246567,89.033332824707,12.9499998092651,39.7000007629395
132,Turkmenistan,Asia,5639.7998046875,9.89999961853027,19.5,49.5,64.6166687011719,4891417,48.3833312988281,0.834800004959106,99.5999984741211,32.3499984741211,NA
133,United Arab Emirates,Asia,51992.6015625,8.83333301544189,26.7000007629395,8,75.9333343505859,5799100,83.1833343505859,0.444799989461899,90,120.849998474121,NA
134,Uzbekistan,Asia,2295.60009765625,10,13.8000001907349,40.25,67.5500030517578,26674950,36.4000015258789,0.822400033473969,99.3000030517578,15.6000003814697,NA
135,Viet Nam,Asia,2429.80004882812,5.23333358764648,26.7999992370605,24.75,74.4000015258789,85490936,28.8333320617676,0.895799994468689,92.8000030517578,4.44999980926514,37.5999984741211
136,Yemen,Asia,2213.80004882812,2.15000009536743,78.8000030517578,72.25,63.9166641235352,22315166,30.3500003814697,0.261999994516373,62.4000015258789,3.59999990463257,37.7000007629395
137,Albania,Europe,6832.60009765625,10.283332824707,17.8999996185303,17,76.4000015258789,3174417,49.3500022888184,0.694800019264221,95.9000015258789,5.15000009536743,34.5
138,Andorra,Europe,NA,10.3999996185303,8.39999961853027,4,80.5166625976562,81733,89.1166687011719,NA,NA,NA,NA
139,Austria,Europe,34838.3984375,10.3666667938232,12.8000001907349,4.5,80.1833343505859,8320033,67.0166625976562,0.771399974822998,NA,31.9000015258789,NA
140,Belarus,Europe,10391.7998046875,9.30000019073486,22.1000003814697,13,69.466667175293,9707033,73.3999938964844,0.820800006389618,99.6999969482422,25,27.2000007629395
141,Belgium,Europe,32868.80078125,10.7333335876465,14.1999998092651,5,79.5666656494141,10567200,97.3500061035156,0.75900000333786,NA,38.1500015258789,NA
142,Bosnia/Herzegovina,Europe,6932.7998046875,8.69999980926514,16.3999996185303,15,75.1500015258789,3773933,47.1500015258789,0.80460000038147,97.8000030517578,24.7999992370605,36.2000007629395
143,Bulgaria,Europe,10998.2001953125,10.3000001907349,42.7999992370605,11.5,72.783332824707,7616200,70.8166656494141,0.798399984836578,98.3000030517578,22.5999984741211,45.2999992370605
144,Croatia,Europe,16403.599609375,9.63333320617676,13.5,6,75.966667175293,4422400,57.0666656494141,0.759599983692169,98.8000030517578,19.0499992370605,33.7000007629395
145,Czech Republic,Europe,22044.599609375,12.6999998092651,11.1000003814697,4,76.9499969482422,10350500,73.5,0.729600012302399,NA,41.2999992370605,NA
146,Denmark,Europe,33687.19921875,11.25,6,4.5,78.25,5483900,86.4000015258789,0.85259997844696,NA,34.0500030517578,NA
147,Estonia,Europe,17932,11.9499998092651,22.7000007629395,6.25,73.7333297729492,1342933,69.4333343505859,0.802799999713898,99.8000030517578,48.8499984741211,NA
148,Finland,Europe,32096.400390625,10.1833333969116,9.30000019073486,3.5,79.3000030517578,5303817,84.4000015258789,0.876399993896484,NA,42.4000015258789,NA
149,France,Europe,30162.19921875,10.2333335876465,7.19999980926514,4.25,80.8833312988281,61908300,83.5,0.810400009155273,NA,23.2999992370605,NA
150,Germany,Europe,32639.599609375,12.1999998092651,7.90000009536743,4.5,79.8000030517578,82462720,73.5666656494141,0.783599972724915,NA,35.7000007629395,NA
151,Greece,Europe,26118,9.94999980926514,11.6000003814697,4,79.5500030517578,11272633,60.8500022888184,0.657999992370605,97.1999969482422,32.25,NA
152,Hungary,Europe,17476.19921875,10.8833332061768,16.5,7,73.6999969482422,10033583,67.1833343505859,0.730399966239929,99.4000015258789,21.2000007629395,31.2000007629395
153,Iceland,Europe,35593.80078125,10.1499996185303,14.6000003814697,3,81.3333358764648,308283,93.1500015258789,0.871599972248077,NA,27.1500015258789,NA
154,Ireland,Europe,38986.80078125,11.5,17.5,4.5,79.5999984741211,4318450,61.1833343505859,0.731599986553192,NA,38.5499992370605,NA
155,Italy,Europe,28042.400390625,9.81666660308838,6.69999980926514,4,81.3333358764648,59656584,67.966667175293,0.624599993228912,98.9000015258789,29.5,NA
156,Latvia,Europe,14491.2001953125,10.9333333969116,18,9.25,72.3666687011719,2277500,67.8666687011719,0.776799976825714,99.8000030517578,11.6499996185303,35.7000007629395
157,Liechtenstein,Europe,NA,10.3000001907349,7,2.75,79.1999969482422,35383,14.4499998092651,NA,NA,NA,NA
158,Lithuania,Europe,15835.7998046875,10.8000001907349,19.7000007629395,7.25,71.6333312988281,3369517,66.8166656494141,0.81360000371933,99.6999969482422,15.1499996185303,37.5999984741211
159,Luxembourg,Europe,71141,9.98333358764648,10.1000003814697,3.25,79.3333358764648,481717,84.5500030517578,0.735000014305115,NA,90.4499969482422,NA
160,Macedonia,Europe,8312.599609375,8.19999980926514,22,12,74.2333374023438,2049833,59.1499977111816,0.646799981594086,97.0999984741211,19.9500007629395,44.2000007629395
161,Malta,Europe,21871.19921875,9.83333301544189,17.2999992370605,7,78.8499984741211,413100,94.1833343505859,0.467599987983704,92.4000015258789,23.3500003814697,NA
162,Moldova,Europe,2553.60009765625,9.53333282470703,33.7999992370605,18,68.3666687011719,3660717,45.0666656494141,0.905399978160858,98.5,7.59999990463257,38
163,Monaco,Europe,NA,NA,1.60000002384186,4,81.7333374023438,35333,100,NA,NA,NA,NA
164,Montenegro,Europe,9592.7998046875,10.6000003814697,18.2000007629395,9.75,74.1333312988281,628817,61.5999984741211,NA,NA,NA,30
165,Netherlands,Europe,36646.3984375,11.3000001907349,5.09999990463257,4.75,80.0666656494141,16467100,81.5833358764648,0.799399971961975,NA,38.5,NA
166,Norway,Europe,48169.3984375,12.6666669845581,9,3.75,80.3833312988281,4751700,78.466667175293,0.873799979686737,NA,39.8499984741211,NA
167,Poland,Europe,15446.400390625,9.81666660308838,14.8000001907349,7.25,75.5500030517578,38211584,61.1833343505859,0.749000012874603,99.5,29.8500003814697,34.2000007629395
168,Portugal,Europe,21628.400390625,7.44999980926514,16.7999992370605,4.25,78.6333312988281,10616116,59.1666679382324,0.805400013923645,94.9000015258789,21.7999992370605,NA
169,Romania,Europe,10560.400390625,10.283332824707,32,14.5,73.1166687011719,21622482,56.0499992370605,0.758400022983551,97.6999969482422,16.2000007629395,31.2000007629395
170,Russian Federation,Europe,13424.7998046875,9.78333377838135,30,14.25,67.3999938964844,143305536,73.0166625976562,0.820599973201752,99.5999984741211,39.3499984741211,42.2999992370605
171,San Marino,Europe,NA,NA,2.5,2.25,81.4499969482422,31017,94.0500030517578,NA,NA,NA,NA
172,Serbia,Europe,9473.2001953125,9.94999980926514,22.1000003814697,8,74,9845667,55.2333335876465,NA,97.8000030517578,NA,28.2000007629395
173,Slovakia,Europe,18552.19921875,11.6000003814697,20.2000007629395,7.5,74.75,5437334,55.283332824707,0.745199978351593,NA,25.6000003814697,NA
174,Slovenia,Europe,25321.19921875,10.8500003814697,5,3.5,78.4833297729492,2015533,49.8166656494141,0.806999981403351,99.6999969482422,27.5999984741211,NA
175,Spain,Europe,27862.19921875,10.033332824707,12.6999998092651,4.25,80.5666656494141,44813184,77.033332824707,0.702600002288818,97.6999969482422,29.75,NA
176,Sweden,Europe,33621.3984375,11.6999998092651,6,3.25,80.8833312988281,9201517,84.4833374023438,0.874800026416779,NA,20.75,NA
177,Switzerland,Europe,37105.80078125,10.8666667938232,4.59999990463257,4.75,81.783332824707,7543950,73.4333343505859,0.803200006484985,NA,20.5,NA
178,Ukraine,Europe,6124,11.1999998092651,30.7999992370605,16,67.7333297729492,46158800,68.1666717529297,0.794000029563904,99.6999969482422,25.3500003814697,27.5
179,United Kingdom,Europe,33295.80078125,9.06666660308838,29.6000003814697,6,79.5500030517578,61099184,79.3166656494141,0.791599988937378,NA,34.0999984741211,NA
180,Angola,Oceania,4662,4.40000009536743,171.100006103516,170,49.6666679382324,17783300,56.25,0.837999999523163,70,2.25,NA
181,Australia,Oceania,33707.19921875,11.9833335876465,16.5,5.25,81.4000015258789,21325382,88.6666641235352,0.79940003156662,NA,66.1999969482422,NA
182,Fiji,Oceania,4259.60009765625,10.3000001907349,45.2000007629395,18,68.783332824707,840417,50.9000015258789,0.495400011539459,NA,7.25,NA
183,Kiribati,Oceania,2294.19995117188,7.80000019073486,22.2000007629395,49.25,67.1333312988281,95750,43.7000007629395,NA,NA,1.04999995231628,NA
184,Marshall Is,Oceania,NA,9.80000019073486,53.5,36,70.8666687011719,52833,70.9000015258789,NA,NA,5.65000009536743,NA
185,Micronesia,Oceania,2906.80004882812,8.80000019073486,25.3999996185303,40,68.3499984741211,110250,22.4833335876465,NA,NA,NA,NA
186,Nauru,Oceania,NA,NA,31.2000007629395,45.5,79.466667175293,10183,100,NA,NA,51.8499984741211,NA
187,New Zealand,Oceania,25199.599609375,12.3666667938232,30.8999996185303,6.25,80.0833358764648,4253334,86.1333312988281,0.811800003051758,NA,26.9500007629395,NA
188,Palau,Oceania,NA,12.1000003814697,13.8000001907349,15,70.6666641235352,20167,80.6833343505859,NA,NA,21.3499984741211,NA
189,Papua New Guinea,Oceania,1953.80004882812,4.11666679382324,66.9000015258789,69.75,61.4833335876465,6474600,12.5166664123535,0.96560001373291,60.0999984741211,2.75,NA
190,Samoa,Oceania,4012.60009765625,10.3000001907349,28.2999992370605,26.75,71.533332824707,181600,20.6666679382324,0.500999987125397,98.8000030517578,3.09999990463257,NA
191,Solomon Islands,Oceania,2249.19995117188,4.5,70.3000030517578,36,66.5,503617,17.7666664123535,0.485799998044968,NA,1.39999997615814,NA
192,Tonga,Oceania,4072.19995117188,10.1333332061768,22.2999992370605,19.25,71.8333358764648,102550,23.2666664123535,0.715000033378601,99,4.85000038146973,NA
193,Tuvalu,Oceania,NA,NA,23.2999992370605,36.5,66.033332824707,9767,49.2333335876465,NA,NA,NA,NA
194,Vanuatu,Oceania,3809.80004882812,6.69999980926514,54,17.75,69.966667175293,225317,24.5,0.898800015449524,82,1.5,NA
